customer_id,signup_date,location,age_group,gender
CUST_02610,2022-11-24,Berlin,26-35,Male
CUST_02611,2023-01-07,Los Angeles,18-25,Other
CUST_02612,2021-09-01,Houston,26-35,Male
CUST_02613,2023-09-20,Toronto,55+,Male
CUST_02614,2022-03-31,Phoenix,26-35,Male
CUST_02615,2022-09-18,Toronto,55+,Female
CUST_02616,2021-10-19,Chicago,18-25,Other
CUST_02617,2023-02-10,Chicago,55+,Other
CUST_02618,2023-02-06,London,46-55,Other
CUST_02619,2023-03-14,Los Angeles,55+,Other
CUST_02620,2022-04-05,Sydney,55+,Male
CUST_02621,2021-08-28,Paris,36-45,Other
CUST_02622,2022-07-01,New York,36-45,Female
CUST_02623,2021-09-02,Berlin,26-35,Other
CUST_02624,2021-11-13,Toronto,36-45,Male
CUST_02625,2023-09-16,Phoenix,36-45,Other
CUST_02626,2023-04-09,Los Angeles,55+,Male
CUST_02627,2023-03-15,Toronto,18-25,Male
CUST_02628,2022-04-26,Berlin,26-35,Female
CUST_02629,2023-07-15,Toronto,26-35,Female
CUST_02630,2023-05-06,Chicago,18-25,Male
CUST_02631,2021-07-18,Chicago,55+,Female
CUST_02632,2022-01-12,Sydney,26-35,Other
CUST_02633,2022-11-26,Berlin,36-45,Male
CUST_02634,2023-08-28,Houston,18-25,Other
CUST_02635,2022-08-08,Sydney,26-35,Female
CUST_02636,2022-03-28,Toronto,36-45,Other
CUST_02637,2022-04-18,Paris,26-35,Other
CUST_02638,2023-02-27,Houston,36-45,Other
CUST_02639,2021-10-16,Berlin,18-25,Male
CUST_02640,2023-03-08,Paris,26-35,Other
CUST_02641,2022-01-27,Berlin,26-35,Female
CUST_02642,2022-05-30,Houston,55+,Other
CUST_02643,2022-06-25,Houston,18-25,Other
CUST_02644,2022-03-05,Los Angeles,18-25,Male
CUST_02645,2023-09-17,Phoenix,36-45,Male
CUST_02646,2021-06-15,Toronto,55+,Male
CUST_02647,2023-04-17,London,36-45,Female
CUST_02648,2021-07-24,Paris,36-45,Male
CUST_02649,2023-04-01,Los Angeles,18-25,Male
CUST_02650,2022-09-12,Los Angeles,55+,Other
CUST_02651,2021-05-22,Toronto,36-45,Female
CUST_02652,2023-06-13,Toronto,26-35,Male
CUST_02653,2021-09-14,London,46-55,Other
CUST_02654,2021-02-23,London,55+,Male
CUST_02655,2022-10-19,Houston,36-45,Female
CUST_02656,2022-05-08,London,36-45,Male
CUST_02657,2023-06-15,London,18-25,Other
CUST_02658,2022-01-16,Paris,18-25,Other
CUST_02659,2022-07-22,New York,36-45,Other
CUST_02660,2023-08-15,Phoenix,26-35,Male
CUST_02661,2021-04-16,Chicago,36-45,Male
CUST_02662,2022-12-30,London,26-35,Female
CUST_02663,2023-05-17,Paris,36-45,Male
CUST_02664,2022-06-13,Sydney,18-25,Other
CUST_02665,2023-05-22,Paris,55+,Male
CUST_02666,2021-05-08,Chicago,55+,Female
CUST_02667,2021-10-19,Sydney,18-25,Male
CUST_02668,2021-03-27,New York,46-55,Male
CUST_02669,2023-02-21,Houston,36-45,Other
CUST_02670,2021-06-14,Houston,55+,Female
CUST_02671,2021-10-07,London,55+,Male
CUST_02672,2022-04-06,Chicago,26-35,Female
CUST_02673,2023-07-17,Los Angeles,46-55,Male
CUST_02674,2022-06-10,Los Angeles,26-35,Female
CUST_02675,2021-05-31,New York,36-45,Female
CUST_02676,2023-05-01,Houston,36-45,Male
CUST_02677,2022-03-24,Paris,26-35,Male
CUST_02678,2021-04-04,Chicago,55+,Male
CUST_02679,2023-08-28,Phoenix,46-55,Other
CUST_02680,2023-07-22,New York,26-35,Male
CUST_02681,2021-08-16,London,46-55,Other
CUST_02682,2023-04-17,Los Angeles,26-35,Other
CUST_02683,2022-04-07,Phoenix,46-55,Female
CUST_02684,2023-06-25,Sydney,36-45,Female
CUST_02685,2021-12-24,Sydney,26-35,Other
CUST_02686,2023-08-11,New York,46-55,Other
CUST_02687,2021-01-28,London,18-25,Other
CUST_02688,2022-03-01,Houston,46-55,Other
CUST_02689,2021-02-24,Berlin,26-35,Female
CUST_02690,2022-02-10,Houston,46-55,Male
CUST_02691,2022-05-30,Houston,26-35,Other
CUST_02692,2022-01-18,Berlin,26-35,Other
CUST_02693,2021-08-30,Berlin,26-35,Female
CUST_02694,2022-01-31,Phoenix,55+,Female
CUST_02695,2021-03-25,Berlin,46-55,Other
CUST_02696,2022-01-19,Sydney,26-35,Male
CUST_02697,2021-08-18,Paris,36-45,Female
CUST_02698,2021-01-29,Chicago,18-25,Female
CUST_02699,2021-11-23,New York,36-45,Female
CUST_02700,2023-08-12,Toronto,26-35,Female
CUST_02701,2021-04-12,Paris,26-35,Male
CUST_02702,2023-05-10,Berlin,46-55,Female
CUST_02703,2023-01-02,New York,55+,Female
CUST_02704,2022-10-28,Phoenix,26-35,Other
CUST_02705,2021-12-10,Chicago,18-25,Male
CUST_02706,2023-03-22,New York,26-35,Other
CUST_02707,2021-05-30,Phoenix,18-25,Other
CUST_02708,2021-05-21,Houston,46-55,Female
CUST_02709,2021-02-09,Paris,26-35,Male
CUST_02710,2021-10-21,Phoenix,46-55,Other
CUST_02711,2023-07-29,New York,46-55,Female
CUST_02712,2023-04-30,Sydney,18-25,Male
CUST_02713,2022-04-29,New York,55+,Other
CUST_02714,2022-12-14,Los Angeles,26-35,Other
CUST_02715,2023-05-02,Toronto,18-25,Male
CUST_02716,2021-05-23,Phoenix,55+,Male
CUST_02717,2023-02-17,London,18-25,Other
CUST_02718,2022-12-24,Los Angeles,46-55,Male
CUST_02719,2022-04-26,New York,46-55,Male
CUST_02720,2022-04-05,Phoenix,18-25,Male
CUST_02721,2022-09-23,Toronto,18-25,Female
CUST_02722,2021-01-06,Houston,18-25,Male
CUST_02723,2023-07-17,Toronto,18-25,Male
CUST_02724,2021-03-23,Berlin,26-35,Other
CUST_02725,2021-01-20,Los Angeles,26-35,Female
CUST_02726,2021-09-20,London,18-25,Male
CUST_02727,2021-08-09,Sydney,36-45,Other
CUST_02728,2023-05-06,Paris,26-35,Female
CUST_02729,2021-06-03,Berlin,55+,Other
CUST_02730,2022-07-16,Los Angeles,18-25,Other
CUST_02731,2023-08-21,Chicago,18-25,Other
CUST_02732,2023-01-15,Houston,18-25,Female
CUST_02733,2022-09-16,Berlin,55+,Female
CUST_02734,2022-06-25,Sydney,36-45,Other
CUST_02735,2022-03-10,Berlin,18-25,Female
CUST_02736,2021-04-24,New York,26-35,Female
CUST_02737,2023-03-06,New York,26-35,Other
CUST_02738,2021-10-23,Houston,46-55,Female
CUST_02739,2021-09-01,Berlin,55+,Male
CUST_02740,2021-11-05,Phoenix,46-55,Male
CUST_02741,2021-05-05,London,26-35,Female
CUST_02742,2021-02-18,Sydney,36-45,Male
CUST_02743,2021-09-02,Toronto,36-45,Male
CUST_02744,2022-03-06,Chicago,46-55,Other
CUST_02745,2022-10-17,New York,26-35,Female
CUST_02746,2023-03-24,London,26-35,Male
CUST_02747,2022-09-30,London,18-25,Male
CUST_02748,2022-04-14,London,55+,Other
CUST_02749,2021-03-06,Phoenix,36-45,Male
CUST_02750,2021-04-24,Houston,55+,Female
CUST_02751,2023-05-07,Berlin,18-25,Female
CUST_02752,2023-07-16,Phoenix,18-25,Male
CUST_02753,2022-05-27,New York,18-25,Male
CUST_02754,2022-09-04,Phoenix,18-25,Male
CUST_02755,2022-07-03,Toronto,55+,Male
CUST_02756,2021-01-17,New York,36-45,Female
CUST_02757,2022-10-10,Berlin,18-25,Male
CUST_02758,2022-06-12,Phoenix,55+,Male
CUST_02759,2022-08-12,Houston,46-55,Other
CUST_02760,2021-09-05,Chicago,26-35,Male
CUST_02761,2023-01-06,London,18-25,Male
CUST_02762,2021-05-28,Toronto,26-35,Female
CUST_02763,2021-10-26,Chicago,18-25,Other
CUST_02764,2022-03-16,Los Angeles,26-35,Female
CUST_02765,2021-01-02,Toronto,46-55,Female
CUST_02766,2022-09-22,Berlin,46-55,Other
CUST_02767,2021-12-28,Paris,26-35,Male
CUST_02768,2021-09-04,Houston,36-45,Female
CUST_02769,2022-08-08,Toronto,36-45,Other
CUST_02770,2022-03-03,Houston,26-35,Male
CUST_02771,2021-07-11,Paris,46-55,Other
CUST_02772,2022-11-12,Chicago,18-25,Other
CUST_02773,2022-11-16,Toronto,46-55,Male
CUST_02774,2021-03-29,Phoenix,26-35,Male
CUST_02775,2022-06-21,Paris,18-25,Other
CUST_02776,2023-09-26,London,26-35,Female
CUST_02777,2022-01-05,Sydney,18-25,Male
CUST_02778,2021-03-11,Berlin,36-45,Other
CUST_02779,2023-09-04,Chicago,36-45,Male
CUST_02780,2022-06-23,Houston,18-25,Male
CUST_02781,2022-07-12,Chicago,55+,Female
CUST_02782,2022-06-04,Paris,36-45,Female
CUST_02783,2023-03-17,Berlin,18-25,Male
CUST_02784,2022-06-04,Houston,36-45,Female
CUST_02785,2022-07-22,Chicago,18-25,Female
CUST_02786,2021-01-21,Phoenix,18-25,Male
CUST_02787,2022-02-04,Berlin,55+,Other
CUST_02788,2023-06-14,Chicago,26-35,Male
CUST_02789,2022-04-27,Toronto,26-35,Female
CUST_02790,2021-02-14,Chicago,46-55,Female
CUST_02791,2022-10-13,Paris,55+,Male
CUST_02792,2022-02-01,Chicago,36-45,Female
CUST_02793,2022-01-18,London,55+,Other
CUST_02794,2021-09-17,Los Angeles,26-35,Male
CUST_02795,2023-02-05,Berlin,46-55,Male
CUST_02796,2021-01-17,Berlin,26-35,Male
CUST_02797,2022-01-01,Los Angeles,36-45,Other
CUST_02798,2023-03-19,Chicago,55+,Male
CUST_02799,2021-03-11,London,36-45,Female
CUST_02800,2021-12-20,Chicago,36-45,Other
CUST_02801,2021-09-04,New York,18-25,Other
CUST_02802,2023-01-21,London,36-45,Female
CUST_02803,2022-11-04,Toronto,46-55,Male
CUST_02804,2022-10-06,Toronto,36-45,Female
CUST_02805,2021-04-17,Phoenix,36-45,Male
CUST_02806,2023-03-02,Sydney,18-25,Male
CUST_02807,2022-08-19,Phoenix,18-25,Other
CUST_02808,2023-01-23,Chicago,26-35,Other
CUST_02809,2023-02-14,Houston,26-35,Female
CUST_02810,2021-12-07,Los Angeles,36-45,Other
CUST_02811,2021-05-17,Chicago,26-35,Male
CUST_02812,2021-02-15,Chicago,46-55,Male
CUST_02813,2021-12-27,New York,46-55,Other
CUST_02814,2022-07-14,Paris,46-55,Female
CUST_02815,2021-12-13,Paris,18-25,Male
CUST_02816,2023-04-14,Phoenix,18-25,Male
CUST_02817,2022-10-21,Paris,55+,Other
CUST_02818,2021-06-29,Paris,46-55,Male
CUST_02819,2023-05-01,Paris,36-45,Female
CUST_02820,2023-03-09,Houston,26-35,Other
CUST_02821,2022-12-03,Paris,18-25,Other
CUST_02822,2022-04-21,Houston,36-45,Male
CUST_02823,2022-12-14,Houston,26-35,Other
CUST_02824,2022-05-06,New York,26-35,Other
CUST_02825,2022-10-09,London,46-55,Male
CUST_02826,2021-07-06,Los Angeles,36-45,Other
CUST_02827,2023-04-11,Sydney,36-45,Female
CUST_02828,2021-05-19,Chicago,46-55,Female
CUST_02829,2021-03-06,Berlin,46-55,Male
CUST_02830,2023-01-04,Paris,46-55,Male
CUST_02831,2023-03-06,Sydney,46-55,Male
CUST_02832,2023-08-25,London,55+,Other
CUST_02833,2022-04-14,Chicago,36-45,Male
CUST_02834,2021-02-07,Toronto,26-35,Male
CUST_02835,2021-10-28,Sydney,26-35,Female
CUST_02836,2021-07-26,Sydney,46-55,Male
CUST_02837,2021-02-14,Chicago,46-55,Other
CUST_02838,2023-03-22,Chicago,55+,Male
CUST_02839,2021-07-24,Houston,46-55,Female
CUST_02840,2023-06-27,Houston,55+,Other
CUST_02841,2021-02-12,New York,55+,Male
CUST_02842,2021-11-20,Toronto,46-55,Male
CUST_02843,2023-08-14,New York,55+,Other
CUST_02844,2021-11-14,Phoenix,55+,Male
CUST_02845,2022-06-12,Toronto,26-35,Other
CUST_02846,2022-02-12,Houston,46-55,Other
CUST_02847,2023-04-15,Houston,18-25,Male
CUST_02848,2022-07-11,Houston,55+,Male
CUST_02849,2022-04-30,Los Angeles,46-55,Other
CUST_02850,2021-09-17,Chicago,55+,Female
CUST_02851,2021-02-07,Sydney,55+,Other
CUST_02852,2023-02-11,Paris,26-35,Other
CUST_02853,2022-10-25,Sydney,18-25,Female
CUST_02854,2021-07-15,London,26-35,Female
CUST_02855,2021-10-20,Sydney,36-45,Other
CUST_02856,2022-01-01,Houston,18-25,Other
CUST_02857,2023-06-02,Toronto,26-35,Female
CUST_02858,2023-03-11,Toronto,18-25,Female
CUST_02859,2021-02-18,New York,36-45,Other
CUST_02860,2023-06-06,Paris,55+,Male
CUST_02861,2022-11-03,Toronto,46-55,Other
CUST_02862,2021-12-06,London,26-35,Female
CUST_02863,2021-10-07,Toronto,18-25,Other
CUST_02864,2021-05-08,Paris,18-25,Female
CUST_02865,2023-03-30,Paris,36-45,Female
CUST_02866,2022-01-12,Paris,36-45,Other
CUST_02867,2022-03-24,Berlin,26-35,Female
CUST_02868,2023-06-30,Berlin,36-45,Female
CUST_02869,2022-02-14,New York,46-55,Male
CUST_02870,2023-02-01,Berlin,26-35,Female
CUST_02871,2022-03-27,Los Angeles,55+,Other
CUST_02872,2023-07-06,Sydney,46-55,Female
CUST_02873,2023-09-07,Sydney,26-35,Male
CUST_02874,2022-01-31,New York,26-35,Male
CUST_02875,2021-12-14,Houston,26-35,Female
CUST_02876,2023-09-25,Berlin,18-25,Other
CUST_02877,2021-07-11,Berlin,26-35,Other
CUST_02878,2022-05-24,Toronto,18-25,Male
CUST_02879,2022-12-10,New York,26-35,Female
CUST_02880,2022-05-25,Berlin,46-55,Female
CUST_02881,2022-01-12,Toronto,18-25,Male
CUST_02882,2023-08-05,Berlin,46-55,Female
CUST_02883,2023-03-28,New York,36-45,Other
CUST_02884,2022-06-16,Houston,18-25,Male
CUST_02885,2021-10-01,Phoenix,18-25,Female
CUST_02886,2023-04-01,Sydney,55+,Female
CUST_02887,2021-03-26,Toronto,18-25,Male
CUST_02888,2023-01-15,Phoenix,46-55,Male
CUST_02889,2022-03-11,Phoenix,55+,Female
CUST_02890,2021-03-22,Sydney,26-35,Female
CUST_02891,2022-03-17,Chicago,18-25,Other
CUST_02892,2022-09-09,Toronto,26-35,Other
CUST_02893,2023-04-23,Phoenix,36-45,Male
CUST_02894,2021-07-04,Paris,26-35,Female
CUST_02895,2022-07-13,New York,18-25,Male
CUST_02896,2021-10-28,Berlin,26-35,Other
CUST_02897,2021-11-25,Chicago,18-25,Female
CUST_02898,2021-04-16,Sydney,18-25,Male
CUST_02899,2021-03-23,Sydney,55+,Female
CUST_02900,2021-12-02,Los Angeles,46-55,Female
CUST_02901,2022-11-08,Berlin,26-35,Female
CUST_02902,2021-10-30,Los Angeles,26-35,Female
CUST_02903,2021-11-10,Chicago,46-55,Other
CUST_02904,2022-04-02,Paris,26-35,Female
CUST_02905,2022-09-10,Berlin,55+,Female
CUST_02906,2023-01-05,Chicago,36-45,Female
CUST_02907,2022-03-13,Toronto,46-55,Female
CUST_02908,2021-06-20,Toronto,46-55,Female
CUST_02909,2022-12-08,London,36-45,Female
CUST_02910,2022-03-31,Sydney,46-55,Female
CUST_02911,2021-12-26,New York,18-25,Other
CUST_02912,2022-04-03,Chicago,36-45,Female
CUST_02913,2021-02-13,Sydney,18-25,Male
CUST_02914,2023-01-15,Paris,26-35,Other
CUST_02915,2023-06-10,Houston,18-25,Other
CUST_02916,2023-07-23,Sydney,18-25,Male
CUST_02917,2021-12-28,Los Angeles,55+,Male
CUST_02918,2022-09-22,Phoenix,26-35,Male
CUST_02919,2022-03-22,London,55+,Other
CUST_02920,2021-10-09,Chicago,26-35,Male
CUST_02921,2022-10-17,Los Angeles,18-25,Other
CUST_02922,2023-03-22,Los Angeles,46-55,Male
CUST_02923,2023-08-29,Los Angeles,46-55,Other
CUST_02924,2021-02-28,Sydney,46-55,Other
CUST_02925,2021-03-18,London,55+,Other
CUST_02926,2022-11-19,Los Angeles,36-45,Female
CUST_02927,2022-10-15,Berlin,55+,Female
CUST_02928,2022-02-20,Toronto,55+,Other
CUST_02929,2022-01-08,Berlin,36-45,Female
CUST_02930,2022-06-10,Paris,26-35,Female
CUST_02931,2023-04-01,Chicago,46-55,Other
CUST_02932,2023-02-07,Toronto,26-35,Female
CUST_02933,2022-11-27,Berlin,36-45,Male
CUST_02934,2021-06-13,Toronto,18-25,Female
CUST_02935,2023-09-03,New York,55+,Male
CUST_02936,2021-02-01,Chicago,46-55,Female
CUST_02937,2021-05-27,London,26-35,Male
CUST_02938,2023-05-20,Paris,26-35,Other
CUST_02939,2022-09-15,Chicago,46-55,Other
CUST_02940,2022-11-26,Chicago,55+,Female
CUST_02941,2023-03-12,Chicago,18-25,Female
CUST_02942,2022-03-25,Chicago,26-35,Other
CUST_02943,2021-02-05,New York,46-55,Female
CUST_02944,2021-05-10,Toronto,26-35,Male
CUST_02945,2021-03-10,Phoenix,55+,Male
CUST_02946,2021-08-30,Phoenix,55+,Male
CUST_02947,2023-03-09,Sydney,18-25,Female
CUST_02948,2022-10-23,Phoenix,46-55,Other
CUST_02949,2022-01-11,Chicago,46-55,Male
CUST_02950,2022-01-06,Los Angeles,36-45,Other
CUST_02951,2022-01-28,Chicago,46-55,Female
CUST_02952,2023-08-31,Houston,46-55,Other
CUST_02953,2022-08-04,New York,26-35,Female
CUST_02954,2021-02-03,Paris,18-25,Male
CUST_02955,2022-09-12,Phoenix,36-45,Female
CUST_02956,2021-06-07,New York,46-55,Male
CUST_02957,2022-11-27,Sydney,26-35,Other
CUST_02958,2022-04-06,Sydney,36-45,Male
CUST_02959,2023-08-30,Sydney,18-25,Female
CUST_02960,2022-01-15,Berlin,18-25,Other
CUST_02961,2022-01-16,New York,18-25,Other
CUST_02962,2022-03-31,Paris,36-45,Male
CUST_02963,2023-02-21,Sydney,55+,Female
CUST_02964,2021-03-20,Houston,36-45,Other
CUST_02965,2022-08-11,Houston,18-25,Other
CUST_02966,2021-05-21,Paris,26-35,Other
CUST_02967,2022-06-27,Sydney,36-45,Male
CUST_02968,2022-01-11,Sydney,26-35,Other
CUST_02969,2022-02-12,Toronto,55+,Female
CUST_02970,2021-11-18,Sydney,18-25,Other
CUST_02971,2022-10-28,Los Angeles,18-25,Male
CUST_02972,2021-10-13,Paris,26-35,Male
CUST_02973,2021-09-13,Paris,55+,Female
CUST_02974,2023-09-11,New York,18-25,Female
CUST_02975,2021-04-27,Houston,36-45,Female
CUST_02976,2021-01-27,Berlin,26-35,Male
CUST_02977,2023-01-24,Phoenix,55+,Other
CUST_02978,2021-07-10,Paris,26-35,Male
CUST_02979,2022-05-27,Berlin,18-25,Female
CUST_02980,2022-06-15,Houston,26-35,Female
CUST_02981,2022-02-01,New York,36-45,Other
CUST_02982,2023-07-25,Chicago,18-25,Other
CUST_02983,2022-07-30,Chicago,55+,Other
CUST_02984,2021-05-01,New York,55+,Other
CUST_02985,2021-09-26,London,18-25,Other
CUST_02986,2023-03-05,New York,55+,Male
CUST_02987,2021-09-24,Chicago,46-55,Other
CUST_02988,2022-12-22,New York,18-25,Male
CUST_02989,2022-04-02,Paris,18-25,Male
CUST_02990,2021-08-08,Paris,36-45,Male
CUST_02991,2022-09-19,Phoenix,18-25,Male
CUST_02992,2021-10-20,London,36-45,Male
CUST_02993,2022-12-12,Los Angeles,18-25,Male
CUST_02994,2023-07-28,New York,36-45,Female
CUST_02995,2022-05-18,Los Angeles,36-45,Male
CUST_02996,2021-07-24,Toronto,46-55,Female
CUST_02997,2021-05-06,Chicago,55+,Female
CUST_02998,2021-05-19,Chicago,26-35,Male
CUST_02999,2023-05-24,Phoenix,36-45,Other
CUST_03000,2021-03-17,Paris,46-55,Male
CUST_03001,2022-04-08,Paris,36-45,Male
CUST_03002,2021-06-26,Paris,26-35,Female
CUST_03003,2023-07-10,Berlin,18-25,Male
CUST_03004,2023-01-01,Chicago,36-45,Female
CUST_03005,2022-04-01,Sydney,46-55,Other
CUST_03006,2021-03-31,Paris,55+,Female
CUST_03007,2023-04-10,London,18-25,Other
CUST_03008,2022-11-30,New York,55+,Female
CUST_03009,2023-09-18,Los Angeles,26-35,Female
CUST_03010,2023-05-16,Phoenix,18-25,Female
CUST_03011,2021-11-24,London,55+,Other
CUST_03012,2022-11-15,London,46-55,Male
CUST_03013,2021-12-22,Toronto,46-55,Female
CUST_03014,2022-12-28,Los Angeles,55+,Female
CUST_03015,2021-03-08,Toronto,18-25,Male
CUST_03016,2022-07-18,Berlin,36-45,Other
CUST_03017,2022-07-10,Los Angeles,26-35,Male
CUST_03018,2021-10-25,Phoenix,26-35,Male
CUST_03019,2023-07-02,Sydney,46-55,Male
CUST_03020,2021-11-04,Chicago,18-25,Female
CUST_03021,2023-05-22,Los Angeles,18-25,Male
CUST_03022,2021-06-11,Phoenix,26-35,Other
CUST_03023,2022-12-30,London,26-35,Other
CUST_03024,2022-12-28,Berlin,26-35,Female
CUST_03025,2023-08-08,Toronto,26-35,Male
CUST_03026,2022-12-19,Berlin,55+,Other
CUST_03027,2022-10-16,Houston,55+,Other
CUST_03028,2021-06-28,Houston,55+,Other
CUST_03029,2023-03-24,Paris,55+,Female
CUST_03030,2022-01-06,New York,36-45,Other
CUST_03031,2022-06-05,Los Angeles,46-55,Female
CUST_03032,2021-08-18,Paris,26-35,Other
CUST_03033,2021-05-05,Berlin,36-45,Male
CUST_03034,2021-07-25,Los Angeles,36-45,Male
CUST_03035,2023-03-23,Sydney,36-45,Other
CUST_03036,2021-05-23,Paris,55+,Male
CUST_03037,2021-08-31,Phoenix,46-55,Female
CUST_03038,2023-03-21,Toronto,18-25,Male
CUST_03039,2022-05-21,Paris,46-55,Male
CUST_03040,2021-01-27,London,26-35,Male
CUST_03041,2022-01-05,Phoenix,26-35,Female
CUST_03042,2022-07-22,Berlin,55+,Female
CUST_03043,2022-08-10,Paris,55+,Female
CUST_03044,2022-01-13,Paris,18-25,Female
CUST_03045,2022-04-24,London,26-35,Male
CUST_03046,2023-04-03,Chicago,55+,Male
CUST_03047,2022-07-19,Paris,46-55,Other
CUST_03048,2021-05-13,Paris,18-25,Other
CUST_03049,2022-09-19,Sydney,18-25,Female
CUST_03050,2023-06-25,Berlin,26-35,Female
CUST_03051,2021-03-30,Sydney,36-45,Other
CUST_03052,2021-03-09,Sydney,55+,Other
CUST_03053,2021-11-13,Chicago,18-25,Male
CUST_03054,2022-02-12,Paris,46-55,Female
CUST_03055,2023-01-05,Houston,18-25,Male
CUST_03056,2023-01-07,Phoenix,46-55,Female
CUST_03057,2022-05-06,Houston,36-45,Other
CUST_03058,2022-06-23,New York,26-35,Other
CUST_03059,2022-02-25,Los Angeles,36-45,Female
CUST_03060,2023-02-27,New York,26-35,Female
CUST_03061,2022-02-24,Sydney,18-25,Male
CUST_03062,2023-04-24,Los Angeles,36-45,Female
CUST_03063,2022-08-12,Houston,55+,Male
CUST_03064,2021-03-17,Paris,36-45,Male
CUST_03065,2021-05-09,Toronto,36-45,Male
CUST_03066,2023-09-23,Toronto,18-25,Other
CUST_03067,2021-11-21,New York,18-25,Female
CUST_03068,2022-10-20,London,26-35,Other
CUST_03069,2021-03-17,London,46-55,Female
CUST_03070,2022-04-06,Berlin,36-45,Male
CUST_03071,2022-04-23,Houston,46-55,Male
CUST_03072,2022-11-28,New York,36-45,Other
CUST_03073,2022-06-14,Houston,46-55,Male
CUST_03074,2021-12-19,Phoenix,26-35,Other
CUST_03075,2021-05-12,Phoenix,18-25,Female
CUST_03076,2023-06-19,Los Angeles,55+,Female
CUST_03077,2023-04-29,Phoenix,46-55,Other
CUST_03078,2023-03-10,Phoenix,18-25,Male
CUST_03079,2022-07-19,Berlin,36-45,Female
CUST_03080,2022-10-18,Berlin,36-45,Other
CUST_03081,2022-08-25,London,46-55,Female
CUST_03082,2021-07-06,New York,46-55,Male
CUST_03083,2023-02-26,Los Angeles,55+,Other
CUST_03084,2023-09-17,London,26-35,Other
CUST_03085,2021-05-13,London,46-55,Female
CUST_03086,2022-03-20,Toronto,36-45,Male
CUST_03087,2022-05-30,Paris,55+,Female
CUST_03088,2023-07-22,Paris,55+,Female
CUST_03089,2023-06-09,New York,36-45,Male
CUST_03090,2021-02-26,Chicago,36-45,Other
CUST_03091,2023-05-02,Houston,18-25,Female
CUST_03092,2021-05-08,London,46-55,Other
CUST_03093,2022-06-15,London,55+,Male
CUST_03094,2021-06-06,Sydney,46-55,Female
CUST_03095,2021-11-08,Sydney,36-45,Female
CUST_03096,2021-06-18,New York,18-25,Male
CUST_03097,2021-06-15,Chicago,55+,Male
CUST_03098,2021-11-27,Sydney,18-25,Other
CUST_03099,2023-08-16,Chicago,26-35,Male
CUST_03100,2022-12-28,Sydney,55+,Other
CUST_03101,2021-08-19,Berlin,18-25,Female
CUST_03102,2021-12-21,London,26-35,Female
CUST_03103,2023-08-29,Sydney,18-25,Female
CUST_03104,2023-08-22,Toronto,36-45,Female
CUST_03105,2022-06-16,New York,46-55,Female
CUST_03106,2023-07-06,Berlin,26-35,Male
CUST_03107,2021-10-18,Phoenix,55+,Female
CUST_03108,2023-05-17,Paris,46-55,Other
CUST_03109,2021-03-22,London,18-25,Other
CUST_03110,2021-09-14,Berlin,26-35,Female
CUST_03111,2021-07-21,Berlin,46-55,Other
CUST_03112,2022-10-13,New York,46-55,Male
CUST_03113,2023-09-07,Houston,18-25,Female
CUST_03114,2022-07-19,Paris,36-45,Other
CUST_03115,2021-10-09,London,46-55,Male
CUST_03116,2021-05-09,London,46-55,Male
CUST_03117,2022-10-03,Los Angeles,55+,Other
CUST_03118,2021-11-07,Chicago,46-55,Male
CUST_03119,2022-09-22,Phoenix,18-25,Other
CUST_03120,2022-07-01,New York,18-25,Other
CUST_03121,2021-04-06,London,26-35,Male
CUST_03122,2022-05-30,Toronto,18-25,Female
CUST_03123,2022-10-19,Berlin,46-55,Female
CUST_03124,2021-06-22,Chicago,46-55,Male
CUST_03125,2022-08-30,Paris,26-35,Female
CUST_03126,2023-08-23,Paris,46-55,Female
CUST_03127,2022-08-18,Toronto,36-45,Female
CUST_03128,2021-06-07,Chicago,18-25,Male
CUST_03129,2021-06-25,Paris,36-45,Other
CUST_03130,2022-11-06,Los Angeles,36-45,Other
CUST_03131,2022-10-02,Phoenix,55+,Female
CUST_03132,2023-01-08,London,46-55,Other
CUST_03133,2023-07-13,New York,26-35,Female
CUST_03134,2022-09-12,Phoenix,46-55,Female
CUST_03135,2021-12-12,Toronto,18-25,Female
CUST_03136,2023-05-13,Los Angeles,36-45,Other
CUST_03137,2023-08-05,Sydney,46-55,Female
CUST_03138,2022-08-01,Houston,18-25,Female
CUST_03139,2021-02-12,London,55+,Other
CUST_03140,2023-04-26,Sydney,26-35,Female
CUST_03141,2023-06-04,Phoenix,46-55,Male
CUST_03142,2021-01-30,Houston,26-35,Female
CUST_03143,2021-03-25,Berlin,26-35,Other
CUST_03144,2021-02-16,Phoenix,36-45,Female
CUST_03145,2023-08-30,Chicago,55+,Other
CUST_03146,2022-10-19,Los Angeles,18-25,Male
CUST_03147,2023-03-01,London,55+,Female
CUST_03148,2022-08-14,New York,46-55,Female
CUST_03149,2021-09-29,Houston,18-25,Female
CUST_03150,2022-10-29,Los Angeles,36-45,Male
CUST_03151,2021-08-04,Sydney,46-55,Female
CUST_03152,2023-02-25,Berlin,46-55,Other
CUST_03153,2022-08-09,New York,26-35,Male
CUST_03154,2022-03-03,Sydney,18-25,Other
CUST_03155,2022-09-25,Berlin,26-35,Female
CUST_03156,2022-10-17,Chicago,18-25,Other
CUST_03157,2021-02-01,Houston,46-55,Male
CUST_03158,2022-05-25,London,36-45,Male
CUST_03159,2023-06-30,Sydney,36-45,Male
