customer_id,last_order_date,frequency,monetary,recency,r_score,f_score,m_score,rfm_score,rfm_total,segment,signup_date,location,age_group,gender
CUST_02155,2023-11-01,42,12692.65,1,5,5,5,555,5.0,Champion,2023-08-22,Chicago,46-55,Other
CUST_02156,2023-09-02,19,5775.47,61,5,5,5,555,5.0,Champion,2023-02-08,Houston,36-45,Other
CUST_02157,2023-11-01,50,12101.92,1,5,5,5,555,5.0,Champion,2022-03-10,Phoenix,55+,Other
CUST_02158,2023-08-01,9,1810.79,93,4,4,4,444,4.0,Champion,2023-06-08,Los Angeles,36-45,Female
CUST_02159,2023-07-28,7,917.24,97,4,3,3,433,3.3333333333333335,Loyal Customer,2023-07-27,Houston,55+,Female
CUST_02160,2023-01-18,1,36.4,288,2,1,1,211,1.3333333333333333,Lost,2023-01-09,Chicago,55+,Other
CUST_02161,2022-07-19,5,1135.72,471,1,3,3,133,2.3333333333333335,Needs Attention,2021-02-22,Toronto,55+,Other
CUST_02162,2023-09-20,7,1651.15,43,5,3,3,533,3.6666666666666665,Loyal Customer,2023-09-19,Los Angeles,26-35,Male
CUST_02163,2023-06-19,18,3264.54,136,3,4,4,344,3.6666666666666665,Loyal Customer,2021-10-22,Los Angeles,18-25,Female
CUST_02164,2022-11-12,1,116.21,355,1,1,1,111,1.0,Lost,2022-09-07,Los Angeles,18-25,Other
CUST_02165,2023-01-26,4,494.12,280,2,2,2,222,2.0,Lost,2021-11-16,Sydney,26-35,Female
CUST_02166,2022-05-17,1,53.99,534,1,1,1,111,1.0,Lost,2021-12-27,Berlin,18-25,Female
CUST_02167,2022-03-07,4,1032.44,605,1,2,3,123,2.0,Others,2021-04-17,New York,26-35,Other
CUST_02168,2023-10-19,55,13198.26,14,5,5,5,555,5.0,Champion,2022-08-15,New York,26-35,Other
CUST_02169,2023-03-07,4,492.25,240,2,2,2,222,2.0,Lost,2022-06-04,Toronto,36-45,Male
CUST_02170,2023-07-08,17,4324.53,117,4,4,5,445,4.333333333333333,Champion,2021-08-06,Berlin,26-35,Female
CUST_02171,2022-01-09,3,54.160000000000004,662,1,2,1,121,1.3333333333333333,Lost,2021-06-08,Los Angeles,26-35,Other
CUST_02172,2023-10-28,37,7485.66,5,5,5,5,555,5.0,Champion,2022-11-04,Los Angeles,55+,Other
CUST_02173,2023-07-16,11,1918.28,109,4,4,4,444,4.0,Champion,2022-05-09,Phoenix,55+,Female
CUST_02174,2023-02-11,1,1078.77,264,2,1,3,213,2.0,Others,2021-08-18,Paris,26-35,Other
CUST_02175,2023-09-02,14,2787.14,61,5,4,4,544,4.333333333333333,Champion,2023-05-18,Chicago,55+,Male
CUST_02176,2023-01-09,3,1124.9,297,1,2,3,123,2.0,Others,2021-04-21,Los Angeles,36-45,Male
CUST_02177,2023-06-11,11,2405.6,144,3,4,4,344,3.6666666666666665,Loyal Customer,2021-12-25,Toronto,36-45,Other
CUST_02178,2023-05-17,8,1498.6499999999999,169,3,3,3,333,3.0,Loyal Customer,2023-05-16,Phoenix,26-35,Male
CUST_02179,2022-10-14,3,570.48,384,1,2,2,122,1.6666666666666667,Lost,2022-07-24,Houston,55+,Male
CUST_02180,2023-02-27,4,434.68,248,2,2,2,222,2.0,Lost,2022-01-12,Houston,46-55,Other
CUST_02181,2023-06-15,16,4442.78,140,3,4,5,345,4.0,Loyal Customer,2021-04-28,Phoenix,18-25,Female
CUST_02182,2023-09-02,11,3567.23,61,5,4,4,544,4.333333333333333,Champion,2023-02-20,Sydney,55+,Male
CUST_02183,2023-10-30,22,6902.78,3,5,5,5,555,5.0,Champion,2021-10-13,Chicago,36-45,Female
CUST_02184,2023-08-25,15,2656.5,69,4,4,4,444,4.0,Champion,2022-08-11,Chicago,36-45,Female
CUST_02185,2023-04-28,8,1714.59,188,3,3,3,333,3.0,Loyal Customer,2021-08-20,Berlin,46-55,Male
CUST_02186,2023-04-08,1,129.88,208,3,1,1,311,1.6666666666666667,Others,2023-04-07,Chicago,26-35,Other
CUST_02187,2022-10-23,3,1317.12,375,1,2,3,123,2.0,Others,2022-03-16,New York,46-55,Female
CUST_02188,2023-05-17,3,255.22,169,3,2,1,321,2.0,Others,2023-05-16,New York,46-55,Female
CUST_02189,2023-01-17,1,32.2,289,2,1,1,211,1.3333333333333333,Lost,2022-07-29,London,18-25,Female
CUST_02190,2023-09-26,3,315.46,37,5,2,1,521,2.6666666666666665,New Customer,2023-09-25,London,36-45,Other
CUST_02191,2023-08-16,18,2844.81,78,4,4,4,444,4.0,Champion,2023-02-25,Sydney,46-55,Female
CUST_02192,2023-04-20,1,306.44,196,3,1,1,311,1.6666666666666667,Others,2023-04-19,Sydney,26-35,Female
CUST_02193,2023-02-09,5,564.3299999999999,266,2,3,2,232,2.3333333333333335,Others,2022-09-29,Berlin,55+,Male
CUST_02194,2023-03-16,3,82.08,231,2,2,1,221,1.6666666666666667,Lost,2022-09-21,Phoenix,26-35,Female
CUST_02195,2023-10-31,39,12879.31,2,5,5,5,555,5.0,Champion,2022-11-23,Berlin,18-25,Female
CUST_02196,2023-03-14,4,843.89,233,2,2,2,222,2.0,Lost,2022-10-21,Sydney,36-45,Male
CUST_02197,2023-02-16,3,1398.3899999999999,259,2,2,3,223,2.3333333333333335,Others,2022-07-25,Chicago,26-35,Female
CUST_02198,2023-01-02,2,287.04,304,1,1,1,111,1.0,Lost,2021-01-27,Berlin,36-45,Female
CUST_02199,2023-04-08,8,2062.82,208,3,3,4,334,3.3333333333333335,Loyal Customer,2022-09-16,Chicago,55+,Other
CUST_02200,2023-08-29,9,1062.73,65,4,4,3,443,3.6666666666666665,Loyal Customer,2023-08-10,Paris,55+,Other
CUST_02201,2023-02-02,1,77.08,273,2,1,1,211,1.3333333333333333,Lost,2022-11-05,Paris,55+,Female
CUST_02202,2023-11-01,41,14091.81,1,5,5,5,555,5.0,Champion,2023-04-30,Sydney,26-35,Male
CUST_02203,2023-02-27,3,881.67,248,2,2,3,223,2.3333333333333335,Others,2022-12-12,Paris,46-55,Male
CUST_02204,2023-10-26,20,4160.12,7,5,5,5,555,5.0,Champion,2021-10-01,Toronto,26-35,Other
CUST_02205,2022-12-27,1,162.05,310,1,1,1,111,1.0,Lost,2021-01-30,Berlin,36-45,Other
CUST_02206,2022-05-31,2,294.51,520,1,1,1,111,1.0,Lost,2021-07-04,Berlin,46-55,Other
CUST_02207,2023-08-02,14,1607.38,92,4,4,3,443,3.6666666666666665,Loyal Customer,2021-10-07,Phoenix,46-55,Female
CUST_02208,2022-12-31,3,156.5,306,1,2,1,121,1.3333333333333333,Lost,2022-12-21,London,18-25,Other
CUST_02209,2023-08-04,19,3012.91,90,4,5,4,454,4.333333333333333,Champion,2023-02-20,Sydney,55+,Female
CUST_02210,2022-07-20,2,964.6099999999999,470,1,1,3,113,1.6666666666666667,Others,2021-11-13,Berlin,26-35,Female
CUST_02211,2023-08-03,3,129.3,91,4,2,1,421,2.3333333333333335,New Customer,2023-08-02,Houston,18-25,Male
CUST_02212,2022-11-10,3,216.81,357,1,2,1,121,1.3333333333333333,Lost,2021-12-14,Los Angeles,36-45,Female
CUST_02213,2023-10-15,55,14805.17,18,5,5,5,555,5.0,Champion,2021-12-26,Sydney,18-25,Male
CUST_02214,2022-10-01,3,246.07,397,1,2,1,121,1.3333333333333333,Lost,2021-01-07,Phoenix,55+,Female
CUST_02215,2022-03-04,2,451.81,608,1,1,2,112,1.3333333333333333,Lost,2021-07-05,London,18-25,Female
CUST_02216,2023-09-01,17,2577.79,62,5,4,4,544,4.333333333333333,Champion,2023-06-10,Toronto,55+,Other
CUST_02217,2023-01-29,2,81.30000000000001,277,2,1,1,211,1.3333333333333333,Lost,2021-05-27,Phoenix,46-55,Other
CUST_02218,2023-07-24,9,3864.42,101,4,4,5,445,4.333333333333333,Champion,2022-08-03,Chicago,18-25,Other
CUST_02219,2023-03-04,2,82.23,243,2,1,1,211,1.3333333333333333,Lost,2022-11-05,Phoenix,36-45,Male
CUST_02220,2023-10-14,36,7960.41,19,5,5,5,555,5.0,Champion,2022-02-15,New York,18-25,Female
CUST_02221,2023-02-21,3,338.1,254,2,2,2,222,2.0,Lost,2021-03-13,New York,36-45,Female
CUST_02222,2023-04-25,8,1336.11,191,3,3,3,333,3.0,Loyal Customer,2021-05-26,Berlin,36-45,Male
CUST_02223,2023-11-01,40,12546.0,1,5,5,5,555,5.0,Champion,2023-01-29,Chicago,36-45,Other
CUST_02224,2023-07-21,7,1168.38,104,4,3,3,433,3.3333333333333335,Loyal Customer,2022-10-11,London,26-35,Male
CUST_02225,2023-11-01,26,7103.26,1,5,5,5,555,5.0,Champion,2023-09-23,Phoenix,26-35,Other
CUST_02226,2023-01-15,3,192.65,291,2,2,1,221,1.6666666666666667,Lost,2021-02-01,Sydney,36-45,Female
CUST_02227,2023-09-02,10,1521.15,61,5,4,3,543,4.0,Loyal Customer,2021-04-04,Berlin,18-25,Female
CUST_02228,2023-05-03,6,2748.96,183,3,3,4,334,3.3333333333333335,Loyal Customer,2023-02-04,New York,18-25,Other
CUST_02229,2023-07-21,14,2363.48,104,4,4,4,444,4.0,Champion,2022-06-28,Sydney,46-55,Female
CUST_02230,2023-04-03,7,1759.64,213,2,3,3,233,2.6666666666666665,Needs Attention,2021-08-09,Sydney,26-35,Other
CUST_02231,2022-10-15,3,531.3,383,1,2,2,122,1.6666666666666667,Lost,2022-01-21,Phoenix,46-55,Male
CUST_02232,2023-10-10,22,3514.97,23,5,5,4,554,4.666666666666667,Champion,2022-03-06,New York,18-25,Female
CUST_02233,2022-08-26,1,548.2,433,1,1,2,112,1.3333333333333333,Lost,2022-04-10,Toronto,18-25,Male
CUST_02234,2023-02-23,2,337.11,252,2,1,2,212,1.6666666666666667,Lost,2021-12-16,Phoenix,26-35,Female
CUST_02235,2023-04-12,7,1710.5600000000002,204,3,3,3,333,3.0,Loyal Customer,2021-06-11,Paris,55+,Other
CUST_02236,2023-03-19,6,578.38,228,2,3,2,232,2.3333333333333335,Others,2022-01-14,Houston,36-45,Female
CUST_02237,2022-11-13,3,378.19,354,1,2,2,122,1.6666666666666667,Lost,2021-11-16,New York,55+,Female
CUST_02238,2023-08-29,8,2258.16,65,4,3,4,434,3.6666666666666665,Loyal Customer,2023-01-09,Berlin,46-55,Female
CUST_02239,2023-10-27,53,14222.31,6,5,5,5,555,5.0,Champion,2021-11-29,London,18-25,Female
CUST_02240,2023-08-03,12,2219.44,91,4,4,4,444,4.0,Champion,2023-03-07,Houston,55+,Female
CUST_02241,2023-08-24,1,64.19,70,4,1,1,411,2.0,New Customer,2023-08-23,Toronto,36-45,Male
CUST_02242,2023-11-01,28,11510.609999999999,1,5,5,5,555,5.0,Champion,2022-08-05,Berlin,55+,Male
CUST_02243,2023-03-28,6,1892.8000000000002,219,2,3,4,234,3.0,Needs Attention,2022-09-03,Toronto,36-45,Female
CUST_02244,2023-02-19,2,342.21000000000004,256,2,1,2,212,1.6666666666666667,Lost,2021-03-28,Toronto,55+,Male
CUST_02245,2023-06-25,3,82.61,130,3,2,1,321,2.0,Others,2023-06-24,Houston,36-45,Male
CUST_02246,2023-02-18,6,1736.77,257,2,3,3,233,2.6666666666666665,Needs Attention,2021-02-23,Chicago,55+,Male
CUST_02247,2023-10-28,40,9111.93,5,5,5,5,555,5.0,Champion,2021-06-09,Toronto,18-25,Other
CUST_02249,2023-04-25,7,1620.21,191,3,3,3,333,3.0,Loyal Customer,2023-02-12,Houston,26-35,Other
CUST_02250,2023-10-27,47,16823.13,6,5,5,5,555,5.0,Champion,2022-09-25,Phoenix,36-45,Other
CUST_02251,2023-09-15,28,7499.67,48,5,5,5,555,5.0,Champion,2021-02-20,Los Angeles,46-55,Other
CUST_02252,2023-01-21,1,243.17,285,2,1,1,211,1.3333333333333333,Lost,2022-11-22,Toronto,26-35,Other
CUST_02253,2023-02-15,3,1185.1299999999999,260,2,2,3,223,2.3333333333333335,Others,2021-03-25,Houston,36-45,Female
CUST_02254,2022-05-06,2,136.19,545,1,1,1,111,1.0,Lost,2021-10-06,Berlin,55+,Other
CUST_02255,2023-01-27,2,491.28,279,2,1,2,212,1.6666666666666667,Lost,2022-03-30,Paris,55+,Other
CUST_02256,2023-04-25,3,404.21,191,3,2,2,322,2.3333333333333335,Others,2022-11-09,Phoenix,55+,Male
CUST_02257,2023-04-13,7,1718.33,203,3,3,3,333,3.0,Loyal Customer,2022-03-11,Phoenix,46-55,Female
CUST_02258,2023-03-11,4,262.12,236,2,2,1,221,1.6666666666666667,Lost,2022-05-13,Berlin,46-55,Other
CUST_02259,2023-08-31,7,1349.5,63,4,3,3,433,3.3333333333333335,Loyal Customer,2022-09-14,Phoenix,55+,Other
CUST_02260,2022-12-18,2,111.13,319,1,1,1,111,1.0,Lost,2022-03-29,Toronto,26-35,Male
CUST_02261,2023-01-09,3,265.12,297,1,2,1,121,1.3333333333333333,Lost,2022-03-01,Houston,36-45,Male
CUST_02262,2023-01-29,4,1263.3899999999999,277,2,2,3,223,2.3333333333333335,Others,2021-10-07,Los Angeles,18-25,Male
CUST_02263,2022-10-14,1,284.11,384,1,1,1,111,1.0,Lost,2021-08-09,Chicago,55+,Male
CUST_02264,2023-05-03,5,744.6,183,3,3,2,332,2.6666666666666665,Others,2023-02-13,Chicago,26-35,Other
CUST_02265,2023-02-11,5,1576.94,264,2,3,3,233,2.6666666666666665,Needs Attention,2022-06-09,Phoenix,26-35,Other
CUST_02266,2023-04-15,8,2261.96,201,3,3,4,334,3.3333333333333335,Loyal Customer,2021-04-27,Los Angeles,26-35,Other
CUST_02267,2022-08-18,4,970.6599999999999,441,1,2,3,123,2.0,Others,2021-12-20,Sydney,46-55,Female
CUST_02268,2022-11-14,2,66.85,353,1,1,1,111,1.0,Lost,2022-03-17,Paris,55+,Female
CUST_02269,2023-08-13,18,5164.68,81,4,4,5,445,4.333333333333333,Champion,2021-04-24,Sydney,36-45,Male
CUST_02270,2023-04-20,4,621.25,196,3,2,2,322,2.3333333333333335,Others,2021-10-18,Phoenix,18-25,Other
CUST_02271,2023-10-23,28,6965.97,10,5,5,5,555,5.0,Champion,2022-11-26,Paris,36-45,Female
CUST_02272,2023-08-25,19,3406.2,69,4,5,4,454,4.333333333333333,Champion,2022-11-26,Sydney,26-35,Other
CUST_02273,2023-01-03,4,706.44,303,1,2,2,122,1.6666666666666667,Lost,2022-08-31,Houston,55+,Female
CUST_02274,2023-03-14,4,524.97,233,2,2,2,222,2.0,Lost,2022-05-14,London,46-55,Female
CUST_02275,2023-01-20,3,1029.9199999999998,286,2,2,3,223,2.3333333333333335,Others,2022-06-24,New York,46-55,Male
CUST_02276,2023-03-08,3,554.28,239,2,2,2,222,2.0,Lost,2022-11-15,Chicago,26-35,Female
CUST_02277,2022-09-10,2,372.31,418,1,1,2,112,1.3333333333333333,Lost,2021-11-12,New York,46-55,Male
CUST_02278,2022-06-07,2,407.12,513,1,1,2,112,1.3333333333333333,Lost,2021-02-16,Berlin,36-45,Other
CUST_02279,2023-04-09,8,2542.57,207,3,3,4,334,3.3333333333333335,Loyal Customer,2021-08-14,New York,46-55,Female
CUST_02280,2023-10-26,22,6012.42,7,5,5,5,555,5.0,Champion,2022-02-09,Chicago,55+,Other
CUST_02281,2023-08-29,7,2277.23,65,4,3,4,434,3.6666666666666665,Loyal Customer,2022-09-06,Los Angeles,36-45,Other
CUST_02282,2023-01-09,12,1168.3,297,1,4,3,143,2.6666666666666665,Needs Attention,2021-02-26,Phoenix,36-45,Male
CUST_02283,2023-04-03,2,320.58000000000004,213,2,1,1,211,1.3333333333333333,Lost,2021-01-08,Phoenix,46-55,Female
CUST_02284,2023-10-25,33,9153.33,8,5,5,5,555,5.0,Champion,2021-07-29,Chicago,55+,Male
CUST_02285,2023-10-25,33,6917.2,8,5,5,5,555,5.0,Champion,2021-11-05,Sydney,26-35,Female
CUST_02286,2023-09-02,11,1939.82,61,5,4,4,544,4.333333333333333,Champion,2023-08-27,New York,36-45,Male
CUST_02287,2022-09-09,2,1091.59,419,1,1,3,113,1.6666666666666667,Others,2021-08-05,Houston,18-25,Male
CUST_02288,2023-08-17,18,2553.14,77,4,4,4,444,4.0,Champion,2023-02-25,Los Angeles,36-45,Other
CUST_02289,2022-04-27,3,840.13,554,1,2,2,122,1.6666666666666667,Lost,2021-05-21,Chicago,46-55,Male
CUST_02290,2023-09-02,13,2848.81,61,5,4,4,544,4.333333333333333,Champion,2023-02-22,New York,36-45,Other
CUST_02291,2022-11-12,3,349.03000000000003,355,1,2,2,122,1.6666666666666667,Lost,2021-09-19,Sydney,18-25,Female
CUST_02292,2023-06-03,9,2158.83,152,3,4,4,344,3.6666666666666665,Loyal Customer,2021-10-24,Houston,18-25,Male
CUST_02293,2023-06-18,16,1572.03,137,3,4,3,343,3.3333333333333335,Loyal Customer,2021-12-02,London,18-25,Female
CUST_02294,2023-04-08,8,1721.54,208,3,3,3,333,3.0,Loyal Customer,2021-05-03,Toronto,26-35,Male
CUST_02295,2023-10-19,20,4558.47,14,5,5,5,555,5.0,Champion,2021-01-08,Phoenix,18-25,Other
CUST_02296,2023-10-05,48,11323.88,28,5,5,5,555,5.0,Champion,2022-05-25,Sydney,26-35,Male
CUST_02297,2023-08-27,16,2368.23,67,4,4,4,444,4.0,Champion,2023-02-04,London,55+,Male
CUST_02298,2023-10-31,45,11382.95,2,5,5,5,555,5.0,Champion,2022-03-17,Sydney,18-25,Male
CUST_02299,2023-10-19,20,5511.14,14,5,5,5,555,5.0,Champion,2021-06-29,New York,18-25,Female
CUST_02300,2023-08-30,13,2735.18,64,4,4,4,444,4.0,Champion,2021-05-13,London,36-45,Other
CUST_02301,2023-02-18,2,65.36,257,2,1,1,211,1.3333333333333333,Lost,2022-01-25,Los Angeles,55+,Male
CUST_02302,2023-03-15,4,464.15999999999997,232,2,2,2,222,2.0,Lost,2022-06-30,Chicago,46-55,Male
CUST_02303,2023-04-23,4,189.43,193,3,2,1,321,2.0,Others,2022-12-22,New York,18-25,Male
CUST_02304,2023-08-13,11,1539.04,81,4,4,3,443,3.6666666666666665,Loyal Customer,2021-08-24,Phoenix,46-55,Female
CUST_02305,2023-03-04,3,1297.43,243,2,2,3,223,2.3333333333333335,Others,2022-05-28,Toronto,55+,Male
CUST_02306,2023-07-26,12,3364.58,99,4,4,4,444,4.0,Champion,2022-07-27,Los Angeles,26-35,Male
CUST_02307,2023-10-28,31,6661.849999999999,5,5,5,5,555,5.0,Champion,2023-05-04,Berlin,46-55,Other
CUST_02308,2023-04-17,6,778.28,199,3,3,2,332,2.6666666666666665,Others,2022-11-16,Sydney,46-55,Female
CUST_02309,2023-10-25,33,5796.88,8,5,5,5,555,5.0,Champion,2023-04-06,Chicago,55+,Female
CUST_02310,2023-05-04,15,4222.3,182,3,4,5,345,4.0,Loyal Customer,2021-12-29,Houston,55+,Female
CUST_02311,2023-01-30,3,452.93999999999994,276,2,2,2,222,2.0,Lost,2021-03-15,Phoenix,18-25,Other
CUST_02312,2022-09-05,1,30.12,423,1,1,1,111,1.0,Lost,2022-02-11,Toronto,46-55,Other
CUST_02313,2023-06-03,3,325.98,152,3,2,2,322,2.3333333333333335,Others,2023-06-02,New York,18-25,Other
CUST_02314,2023-02-03,2,58.489999999999995,272,2,1,1,211,1.3333333333333333,Lost,2023-01-30,Los Angeles,55+,Male
CUST_02315,2022-11-27,2,813.09,340,1,1,2,112,1.3333333333333333,Lost,2021-02-13,Houston,26-35,Female
CUST_02316,2023-10-15,42,13095.41,18,5,5,5,555,5.0,Champion,2022-03-23,Toronto,18-25,Male
CUST_02317,2023-06-07,12,1418.31,148,3,4,3,343,3.3333333333333335,Loyal Customer,2021-01-20,Sydney,46-55,Other
CUST_02318,2023-08-25,13,2172.9900000000002,69,4,4,4,444,4.0,Champion,2022-04-16,Houston,55+,Other
CUST_02319,2023-08-03,3,561.78,91,4,2,2,422,2.6666666666666665,New Customer,2023-08-02,New York,36-45,Female
CUST_02320,2021-08-25,2,409.41,799,1,1,2,112,1.3333333333333333,Lost,2021-03-21,Houston,26-35,Other
CUST_02321,2023-06-03,1,491.1,152,3,1,2,312,2.0,Others,2023-06-02,Sydney,55+,Other
CUST_02322,2022-08-21,2,234.39,438,1,1,1,111,1.0,Lost,2021-11-17,Los Angeles,55+,Female
CUST_02323,2023-03-28,3,1319.72,219,2,2,3,223,2.3333333333333335,Others,2022-08-13,Berlin,18-25,Other
CUST_02324,2023-09-01,17,3150.96,62,5,4,4,544,4.333333333333333,Champion,2022-03-16,Houston,55+,Female
CUST_02325,2022-12-05,2,321.34000000000003,332,1,1,1,111,1.0,Lost,2022-08-11,Sydney,46-55,Other
CUST_02326,2023-02-15,3,368.52,260,2,2,2,222,2.0,Lost,2022-02-19,Toronto,26-35,Female
CUST_02327,2023-02-27,2,317.28999999999996,248,2,1,1,211,1.3333333333333333,Lost,2022-12-28,Phoenix,55+,Female
CUST_02328,2023-11-01,54,12814.12,1,5,5,5,555,5.0,Champion,2022-10-18,London,26-35,Female
CUST_02329,2023-04-30,7,2079.84,186,3,3,4,334,3.3333333333333335,Loyal Customer,2022-03-04,Chicago,26-35,Female
CUST_02330,2023-10-21,38,6619.58,12,5,5,5,555,5.0,Champion,2021-10-24,New York,18-25,Female
CUST_02331,2023-06-30,17,4749.349999999999,125,3,4,5,345,4.0,Loyal Customer,2021-04-28,Berlin,36-45,Male
CUST_02332,2023-10-26,20,4792.02,7,5,5,5,555,5.0,Champion,2022-02-19,Berlin,26-35,Female
CUST_02333,2022-09-04,7,1359.43,424,1,3,3,133,2.3333333333333335,Needs Attention,2021-01-22,Los Angeles,55+,Other
CUST_02334,2023-09-18,6,559.19,45,5,3,2,532,3.3333333333333335,Others,2023-09-17,Phoenix,36-45,Female
CUST_02335,2023-10-11,41,9640.09,22,5,5,5,555,5.0,Champion,2021-11-29,Sydney,18-25,Male
CUST_02336,2023-07-22,19,4545.1,103,4,5,5,455,4.666666666666667,Champion,2021-06-25,Phoenix,46-55,Other
CUST_02337,2023-05-02,5,956.99,184,3,3,3,333,3.0,Loyal Customer,2023-04-01,Houston,46-55,Male
CUST_02338,2023-09-02,9,2323.6800000000003,61,5,4,4,544,4.333333333333333,Champion,2023-08-29,London,46-55,Female
CUST_02339,2023-10-30,46,11501.67,3,5,5,5,555,5.0,Champion,2022-09-25,New York,26-35,Other
CUST_02340,2023-03-02,7,2024.81,245,2,3,4,234,3.0,Needs Attention,2022-04-17,Houston,36-45,Male
CUST_02341,2023-05-03,2,97.65,183,3,1,1,311,1.6666666666666667,Others,2023-05-02,Los Angeles,18-25,Other
CUST_02342,2023-10-29,24,5931.87,4,5,5,5,555,5.0,Champion,2022-12-08,Houston,36-45,Other
CUST_02343,2023-10-28,26,9216.56,5,5,5,5,555,5.0,Champion,2023-07-31,Toronto,26-35,Male
CUST_02344,2023-08-20,16,2050.11,74,4,4,4,444,4.0,Champion,2022-01-06,London,55+,Male
CUST_02345,2022-05-23,2,97.48,528,1,1,1,111,1.0,Lost,2021-04-01,New York,18-25,Other
CUST_02346,2023-04-08,3,193.95999999999998,208,3,2,1,321,2.0,Others,2022-03-24,Chicago,36-45,Other
CUST_02347,2023-05-16,8,1045.95,170,3,3,3,333,3.0,Loyal Customer,2023-05-15,Phoenix,36-45,Female
CUST_02348,2023-06-02,18,2910.26,153,3,4,4,344,3.6666666666666665,Loyal Customer,2021-04-19,Paris,46-55,Other
CUST_02349,2023-03-02,4,611.5600000000001,245,2,2,2,222,2.0,Lost,2021-09-07,Los Angeles,36-45,Female
CUST_02350,2023-10-24,53,10291.39,9,5,5,5,555,5.0,Champion,2022-03-23,Toronto,36-45,Male
CUST_02351,2023-03-21,4,1031.84,226,2,2,3,223,2.3333333333333335,Others,2022-08-27,Houston,26-35,Other
CUST_02352,2022-07-10,1,43.72,480,1,1,1,111,1.0,Lost,2022-02-15,New York,18-25,Male
CUST_02353,2023-04-26,5,415.76,190,3,3,2,332,2.6666666666666665,Others,2022-06-21,New York,55+,Other
CUST_02354,2023-01-09,1,30.51,297,1,1,1,111,1.0,Lost,2021-03-22,Paris,46-55,Female
CUST_02355,2023-02-07,2,186.11,268,2,1,1,211,1.3333333333333333,Lost,2022-02-10,Sydney,26-35,Other
CUST_02356,2023-10-29,54,13976.06,4,5,5,5,555,5.0,Champion,2023-06-11,Paris,36-45,Other
CUST_02357,2022-11-22,3,219.19,345,1,2,1,121,1.3333333333333333,Lost,2021-11-14,Chicago,55+,Other
CUST_02358,2023-10-13,38,9509.39,20,5,5,5,555,5.0,Champion,2023-02-03,London,18-25,Other
CUST_02359,2023-02-15,2,184.89000000000001,260,2,1,1,211,1.3333333333333333,Lost,2021-12-14,Los Angeles,46-55,Male
CUST_02360,2023-10-02,43,12060.64,31,5,5,5,555,5.0,Champion,2021-08-15,Houston,55+,Female
CUST_02361,2023-10-22,34,7942.37,11,5,5,5,555,5.0,Champion,2021-12-08,Chicago,46-55,Female
CUST_02362,2023-05-01,6,583.48,185,3,3,2,332,2.6666666666666665,Others,2023-03-09,Sydney,18-25,Other
CUST_02363,2023-07-10,10,2499.24,115,4,4,4,444,4.0,Champion,2021-06-22,Los Angeles,36-45,Male
CUST_02364,2022-12-23,5,757.53,314,1,3,2,132,2.0,Others,2021-03-20,Paris,18-25,Female
CUST_02365,2023-04-07,8,910.79,209,3,3,3,333,3.0,Loyal Customer,2022-06-07,London,55+,Other
CUST_02366,2023-10-04,32,8677.64,29,5,5,5,555,5.0,Champion,2022-10-11,New York,46-55,Female
CUST_02367,2023-10-14,46,14949.8,19,5,5,5,555,5.0,Champion,2021-04-27,New York,36-45,Female
CUST_02368,2023-05-05,4,586.34,181,3,2,2,322,2.3333333333333335,Others,2022-06-28,London,36-45,Other
CUST_02369,2023-08-30,11,3624.71,64,4,4,4,444,4.0,Champion,2022-06-07,Chicago,36-45,Female
CUST_02370,2022-03-04,1,105.58,608,1,1,1,111,1.0,Lost,2021-07-18,Berlin,18-25,Male
CUST_02371,2023-07-18,7,1407.59,107,4,3,3,433,3.3333333333333335,Loyal Customer,2023-07-17,Los Angeles,18-25,Male
CUST_02372,2023-03-07,2,292.18,240,2,1,1,211,1.3333333333333333,Lost,2023-03-06,Chicago,36-45,Male
CUST_02373,2023-02-25,6,1036.67,250,2,3,3,233,2.6666666666666665,Needs Attention,2021-12-24,Sydney,26-35,Other
CUST_02374,2023-04-14,3,817.9300000000001,202,3,2,2,322,2.3333333333333335,Others,2021-12-26,Houston,46-55,Female
CUST_02375,2023-04-28,3,489.46000000000004,188,3,2,2,322,2.3333333333333335,Others,2023-01-15,London,36-45,Other
CUST_02376,2023-09-10,9,3988.3,53,5,4,5,545,4.666666666666667,Champion,2023-09-09,Berlin,18-25,Other
CUST_02377,2023-08-27,15,3565.66,67,4,4,4,444,4.0,Champion,2023-04-19,London,18-25,Male
CUST_02378,2023-03-03,2,140.76,244,2,1,1,211,1.3333333333333333,Lost,2022-10-23,Sydney,46-55,Female
CUST_02379,2023-05-04,6,469.23,182,3,3,2,332,2.6666666666666665,Others,2023-04-15,Houston,46-55,Female
CUST_02380,2023-03-01,3,138.44,246,2,2,1,221,1.6666666666666667,Lost,2021-06-01,New York,26-35,Other
CUST_02381,2022-08-18,1,47.29,441,1,1,1,111,1.0,Lost,2021-08-30,Toronto,18-25,Male
CUST_02382,2023-02-17,1,33.83,258,2,1,1,211,1.3333333333333333,Lost,2021-04-16,London,55+,Male
CUST_02383,2022-06-28,3,385.58,492,1,2,2,122,1.6666666666666667,Lost,2021-05-30,Chicago,55+,Other
CUST_02384,2023-04-13,5,626.58,203,3,3,2,332,2.6666666666666665,Others,2021-09-20,Phoenix,26-35,Female
CUST_02385,2023-04-01,9,2338.37,215,2,4,4,244,3.3333333333333335,At Risk,2021-07-22,New York,46-55,Male
